context,track,track_order,state_key,beat_id,section,scene_id,visual_id,visual_path,visual_sha256,locale,line_ids,dialogue_texts,voice_paths,bgm_id,ambience_id,shui_id,sfx_event_ids,transition_id,requires_lord_pass
MAIN_STORY,main_story,6,,Z4_S1_06,S1,Z4_S1,Z4-S1-06,assets/e10/art/zone4/cinematic/Z4-S1-06.png,74543853c474af8f0a3c89594a26c752d71d458010c60e5224ce2e588bfb6fa6,en-GB,Z4_S1_06_RABBIT_001,If you can’t even tell which way to go… how will you ever escape the Misty Forest?,assets/e10/audio/zone4/voice/en-GB/Z4_S1_06_RABBIT_001.mp3,Z4_BGM_A_MIST_ENTRY,Z4_AMB_MIST_FOREST,,Z4_SFX_MIST_SWEEP,,NO
MAIN_STORY,main_story,7,,Z4_S1_07,S1,Z4_S1,Z4-S1-07,assets/e10/art/zone4/cinematic/Z4-S1-07.png,792bb50f21cbcf9fda92b04d0116a80d107e5e9bed93b10985611b5685032d61,zh-TW,Z4_S1_07_HERO_001,左邊的大樹、右邊的石頭……只要記清楚，就不會走錯。,assets/e10/audio/zone4/voice/zh-TW/Z4_S1_07_HERO_001.mp3,Z4_BGM_A_MIST_ENTRY,Z4_AMB_MIST_FOREST,,Z4_SFX_MIST_SWEEP,,NO
MAIN_STORY,main_story,7,,Z4_S1_07,S1,Z4_S1,Z4-S1-07,assets/e10/art/zone4/cinematic/Z4-S1-07.png,792bb50f21cbcf9fda92b04d0116a80d107e5e9bed93b10985611b5685032d61,en-GB,Z4_S1_07_HERO_001,"Big tree on the left, rock on the right… If I remember them, I won’t get lost.",assets/e10/audio/zone4/voice/en-GB/Z4_S1_07_HERO_001.mp3,Z4_BGM_A_MIST_ENTRY,Z4_AMB_MIST_FOREST,,Z4_SFX_MIST_SWEEP,,NO
MAIN_STORY,main_story,8,,Z4_S1_08,S1,Z4_S1,Z4-S1-08,assets/e10/art/zone4/cinematic/Z4-S1-08.png,cf71dc136a2eca05d283ea31dbcbb3c142ce6114f307e2dfb2011a491da713c1,zh-TW,Z4_S1_08_HERO_001|Z4_S1_08_RABBIT_001,……怎麼又是這裡？|記得越清楚，就一定越接近答案嗎？,assets/e10/audio/zone4/voice/zh-TW/Z4_S1_08_HERO_001.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S1_08_RABBIT_001.mp3,Z4_BGM_A_MIST_ENTRY,Z4_AMB_MIST_FOREST,,Z4_SFX_MIST_SWEEP,,NO
MAIN_STORY,main_story,8,,Z4_S1_08,S1,Z4_S1,Z4-S1-08,assets/e10/art/zone4/cinematic/Z4-S1-08.png,cf71dc136a2eca05d283ea31dbcbb3c142ce6114f307e2dfb2011a491da713c1,en-GB,Z4_S1_08_HERO_001|Z4_S1_08_RABBIT_001,…How are we back here again?|Does remembering more always bring you closer to the answer?,assets/e10/audio/zone4/voice/en-GB/Z4_S1_08_HERO_001.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S1_08_RABBIT_001.mp3,Z4_BGM_A_MIST_ENTRY,Z4_AMB_MIST_FOREST,,Z4_SFX_MIST_SWEEP,,NO
MAIN_STORY,main_story,9,,Z4_S2_01,S2,Z4_S2,Z4-S2-01,assets/e10/art/zone4/cinematic/Z4-S2-01.png,f696925f6b8164d87f2c5967a50f997f636c44ce2658676e8028b1f99bc8e169,zh-TW,Z4_S2_01_HERO_001,到底哪一個才是真的……,assets/e10/audio/zone4/voice/zh-TW/Z4_S2_01_HERO_001.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,9,,Z4_S2_01,S2,Z4_S2,Z4-S2-01,assets/e10/art/zone4/cinematic/Z4-S2-01.png,f696925f6b8164d87f2c5967a50f997f636c44ce2658676e8028b1f99bc8e169,en-GB,Z4_S2_01_HERO_001,Which one is real…?,assets/e10/audio/zone4/voice/en-GB/Z4_S2_01_HERO_001.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,10,,Z4_S2_02,S2,Z4_S2,Z4-S2-02,assets/e10/art/zone4/cinematic/Z4-S2-02.png,7abc2665582cb5b00187daf29b9cfb71d3f9fd4b92d3e55c8568987eee3602d0,zh-TW,Z4_S2_02_HERO_001,連小水也……？,assets/e10/audio/zone4/voice/zh-TW/Z4_S2_02_HERO_001.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,SHUI_VOX_ALERT,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,10,,Z4_S2_02,S2,Z4_S2,Z4-S2-02,assets/e10/art/zone4/cinematic/Z4-S2-02.png,7abc2665582cb5b00187daf29b9cfb71d3f9fd4b92d3e55c8568987eee3602d0,en-GB,Z4_S2_02_HERO_001,Even Shui…?,assets/e10/audio/zone4/voice/en-GB/Z4_S2_02_HERO_001.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,SHUI_VOX_ALERT,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,11,,Z4_S2_03,S2,Z4_S2,Z4-S2-03,assets/e10/art/zone4/cinematic/Z4-S2-03.png,3ea7e268c4574f51f25a8c9d0825cb8bc5f802de31cd625d7da6c41dc2a37e0b,zh-TW,Z4_S2_03_HERO_001|Z4_S2_03_HERO_002,不對……這個也不像。|可是到底哪裡不一樣？,assets/e10/audio/zone4/voice/zh-TW/Z4_S2_03_HERO_001.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S2_03_HERO_002.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,11,,Z4_S2_03,S2,Z4_S2,Z4-S2-03,assets/e10/art/zone4/cinematic/Z4-S2-03.png,3ea7e268c4574f51f25a8c9d0825cb8bc5f802de31cd625d7da6c41dc2a37e0b,en-GB,Z4_S2_03_HERO_001|Z4_S2_03_HERO_002,No… this one isn’t right either.|But what’s different about them?,assets/e10/audio/zone4/voice/en-GB/Z4_S2_03_HERO_001.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S2_03_HERO_002.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,12,,Z4_S2_04,S2,Z4_S2,Z4-S2-04,assets/e10/art/zone4/cinematic/Z4-S2-04.png,55e6ecc852e02b671532b8e28946da40d2a10671783b5e662782bfcbb91fc65b,zh-TW,Z4_S2_04_HERO_001,等等……,assets/e10/audio/zone4/voice/zh-TW/Z4_S2_04_HERO_001.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,12,,Z4_S2_04,S2,Z4_S2,Z4-S2-04,assets/e10/art/zone4/cinematic/Z4-S2-04.png,55e6ecc852e02b671532b8e28946da40d2a10671783b5e662782bfcbb91fc65b,en-GB,Z4_S2_04_HERO_001,Wait…,assets/e10/audio/zone4/voice/en-GB/Z4_S2_04_HERO_001.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,13,,Z4_S2_05,S2,Z4_S2,Z4-S2-05,assets/e10/art/zone4/cinematic/Z4-S2-05.png,a125744fa72d69a66ec3f041645d0feb10e0b592537c9c9002a613dc4a08abca,zh-TW,Z4_S2_05_HERO_001,樹會變，路會變……連我的影子都會變。,assets/e10/audio/zone4/voice/zh-TW/Z4_S2_05_HERO_001.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,13,,Z4_S2_05,S2,Z4_S2,Z4-S2-05,assets/e10/art/zone4/cinematic/Z4-S2-05.png,a125744fa72d69a66ec3f041645d0feb10e0b592537c9c9002a613dc4a08abca,en-GB,Z4_S2_05_HERO_001,The trees change. The paths change… Even my own shadow can change.,assets/e10/audio/zone4/voice/en-GB/Z4_S2_05_HERO_001.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,14,,Z4_S2_06,S2,Z4_S2,Z4-S2-06,assets/e10/art/zone4/cinematic/Z4-S2-06.png,a99a85ab164beac67edcb4e3d40de1d04afea03e36da10994e6a9c5af0b60488,zh-TW,Z4_S2_06_HERO_001|Z4_S2_06_HERO_002|Z4_S2_06_HERO_003,可是你一直都在。|這次，我相信你。|小水，帶我走。,assets/e10/audio/zone4/voice/zh-TW/Z4_S2_06_HERO_001.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S2_06_HERO_002.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S2_06_HERO_003.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,SHUI_VOX_ENCOURAGE,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,14,,Z4_S2_06,S2,Z4_S2,Z4-S2-06,assets/e10/art/zone4/cinematic/Z4-S2-06.png,a99a85ab164beac67edcb4e3d40de1d04afea03e36da10994e6a9c5af0b60488,en-GB,Z4_S2_06_HERO_001|Z4_S2_06_HERO_002|Z4_S2_06_HERO_003,"But you’ve been right here all along.|This time, I trust you.|Shui, lead the way.",assets/e10/audio/zone4/voice/en-GB/Z4_S2_06_HERO_001.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S2_06_HERO_002.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S2_06_HERO_003.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,SHUI_VOX_ENCOURAGE,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,15,,Z4_S2_07,S2,Z4_S2,Z4-S2-07,assets/e10/art/zone4/cinematic/Z4-S2-07.png,0d219a0109c23a04dd863838885825be075b03fad8b72cd8524007c131f3e84a,zh-TW,Z4_S2_07_HERO_001|Z4_S2_07_HERO_002|Z4_S2_07_RABBIT_001,不是。|我只是知道，什麼才值得相信。|哦？不再相信自己的眼睛了嗎？,assets/e10/audio/zone4/voice/zh-TW/Z4_S2_07_HERO_001.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S2_07_HERO_002.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S2_07_RABBIT_001.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,15,,Z4_S2_07,S2,Z4_S2,Z4-S2-07,assets/e10/art/zone4/cinematic/Z4-S2-07.png,0d219a0109c23a04dd863838885825be075b03fad8b72cd8524007c131f3e84a,en-GB,Z4_S2_07_HERO_001|Z4_S2_07_HERO_002|Z4_S2_07_RABBIT_001,That’s not it.|I just know what’s worth trusting now.|Oh? You don’t trust your own eyes anymore?,assets/e10/audio/zone4/voice/en-GB/Z4_S2_07_HERO_001.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S2_07_HERO_002.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S2_07_RABBIT_001.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,16,,Z4_S2_08,S2,Z4_S2,Z4-S2-08,assets/e10/art/zone4/cinematic/Z4-S2-08.png,c5f1eb44895e86c35fbe9d75fa691be40d1e294a617d9ac6f649553337136829,zh-TW,Z4_S2_08_RABBIT_001|Z4_S2_08_RABBIT_002|Z4_S2_08_RABBIT_003,很好。|看穿幻象，只是第一步。|接下來，讓我看看你的判斷……是不是也一樣可靠。,assets/e10/audio/zone4/voice/zh-TW/Z4_S2_08_RABBIT_001.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S2_08_RABBIT_002.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S2_08_RABBIT_003.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,16,,Z4_S2_08,S2,Z4_S2,Z4-S2-08,assets/e10/art/zone4/cinematic/Z4-S2-08.png,c5f1eb44895e86c35fbe9d75fa691be40d1e294a617d9ac6f649553337136829,en-GB,Z4_S2_08_RABBIT_001|Z4_S2_08_RABBIT_002|Z4_S2_08_RABBIT_003,Very good.|Seeing through an illusion is only the first step.|Now let’s see whether your judgement is just as reliable.,assets/e10/audio/zone4/voice/en-GB/Z4_S2_08_RABBIT_001.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S2_08_RABBIT_002.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S2_08_RABBIT_003.mp3,Z4_BGM_B_ILLUSION_TRUST,Z4_AMB_MIST_FOREST,,Z4_SFX_ILLUSION_APPEAR|Z4_SFX_ILLUSION_DISSOLVE|Z4_SFX_RABBIT_PHANTOM_PASS,,NO
MAIN_STORY,main_story,17,,Z4_S3_01,post-clear,Z4_S3,Z4-S3-01,assets/e10/art/zone4/cinematic/Z4-S3-01.png,dfd884dbc3fd017754287f505cb86fa3197f7217e267d3ab5a7dd861ead4ce70,zh-TW,Z4_S3_01_HERO_001,成功了！,assets/e10/audio/zone4/voice/zh-TW/Z4_S3_01_HERO_001.mp3,Z4_BGM_C_CLEAR_DAWN,,SHUI_VOX_HAPPY,Z4_SFX_CLEAR_PATH_REVEAL,,YES
MAIN_STORY,main_story,17,,Z4_S3_01,post-clear,Z4_S3,Z4-S3-01,assets/e10/art/zone4/cinematic/Z4-S3-01.png,dfd884dbc3fd017754287f505cb86fa3197f7217e267d3ab5a7dd861ead4ce70,en-GB,Z4_S3_01_HERO_001,We did it!,assets/e10/audio/zone4/voice/en-GB/Z4_S3_01_HERO_001.mp3,Z4_BGM_C_CLEAR_DAWN,,SHUI_VOX_HAPPY,Z4_SFX_CLEAR_PATH_REVEAL,,YES
MAIN_STORY,main_story,18,,Z4_S3_02,post-clear,Z4_S3,Z4-S3-02,assets/e10/art/zone4/cinematic/Z4-S3-02.png,e5cca968c7b8f0a767538cd1335c1a26494843d3380dd6277221fffe7c3c4916,zh-TW,Z4_S3_02_RABBIT_001|Z4_S3_02_RABBIT_002|Z4_S3_02_RABBIT_003,真不錯！|你們通過我的考驗了。|看來這次，迷霧也騙不到你們了。,assets/e10/audio/zone4/voice/zh-TW/Z4_S3_02_RABBIT_001.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S3_02_RABBIT_002.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S3_02_RABBIT_003.mp3,Z4_BGM_C_CLEAR_DAWN,,,Z4_SFX_CLEAR_PATH_REVEAL,,YES
MAIN_STORY,main_story,18,,Z4_S3_02,post-clear,Z4_S3,Z4-S3-02,assets/e10/art/zone4/cinematic/Z4-S3-02.png,e5cca968c7b8f0a767538cd1335c1a26494843d3380dd6277221fffe7c3c4916,en-GB,Z4_S3_02_RABBIT_001|Z4_S3_02_RABBIT_002|Z4_S3_02_RABBIT_003,Very impressive!|You passed my trial.|Looks like the mist can’t fool you anymore.,assets/e10/audio/zone4/voice/en-GB/Z4_S3_02_RABBIT_001.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S3_02_RABBIT_002.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S3_02_RABBIT_003.mp3,Z4_BGM_C_CLEAR_DAWN,,,Z4_SFX_CLEAR_PATH_REVEAL,,YES
MAIN_STORY,main_story,19,,Z4_S3_03,post-clear,Z4_S3,Z4-S3-03,assets/e10/art/zone4/cinematic/Z4-S3-03.png,7eeaebf8e44eb42ae1f3fff2bd82081083a93f3c0725b821891f2137435a0e60,zh-TW,Z4_S3_03_HERO_001|Z4_S3_03_RABBIT_001|Z4_S3_03_RABBIT_002,太好了！|答應你們的。|前面的路，可以走囉！,assets/e10/audio/zone4/voice/zh-TW/Z4_S3_03_HERO_001.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S3_03_RABBIT_001.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S3_03_RABBIT_002.mp3,Z4_BGM_C_CLEAR_DAWN,,,Z4_SFX_CLEAR_PATH_REVEAL,,YES
MAIN_STORY,main_story,19,,Z4_S3_03,post-clear,Z4_S3,Z4-S3-03,assets/e10/art/zone4/cinematic/Z4-S3-03.png,7eeaebf8e44eb42ae1f3fff2bd82081083a93f3c0725b821891f2137435a0e60,en-GB,Z4_S3_03_HERO_001|Z4_S3_03_RABBIT_001|Z4_S3_03_RABBIT_002,Yes!|A promise is a promise.|The path ahead is open!,assets/e10/audio/zone4/voice/en-GB/Z4_S3_03_HERO_001.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S3_03_RABBIT_001.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S3_03_RABBIT_002.mp3,Z4_BGM_C_CLEAR_DAWN,,,Z4_SFX_CLEAR_PATH_REVEAL,,YES
MAIN_STORY,main_story,20,,Z4_S3_04,post-clear,Z4_S3,Z4-S3-04,assets/e10/art/zone4/cinematic/Z4-S3-04.png,22149615c8f7080f2cd912672dda0a84756e31febc4f6802d06b74f31fba9db4,zh-TW,Z4_S3_04_HERO_001|Z4_S3_04_HERO_002,哇！霧真的散開了！|原來這裡這麼漂亮！,assets/e10/audio/zone4/voice/zh-TW/Z4_S3_04_HERO_001.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S3_04_HERO_002.mp3,Z4_BGM_C_CLEAR_DAWN,,,Z4_SFX_CLEAR_PATH_REVEAL,,YES
MAIN_STORY,main_story,20,,Z4_S3_04,post-clear,Z4_S3,Z4-S3-04,assets/e10/art/zone4/cinematic/Z4-S3-04.png,22149615c8f7080f2cd912672dda0a84756e31febc4f6802d06b74f31fba9db4,en-GB,Z4_S3_04_HERO_001|Z4_S3_04_HERO_002,Wow! The mist really is clearing!|I never knew it was this beautiful!,assets/e10/audio/zone4/voice/en-GB/Z4_S3_04_HERO_001.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S3_04_HERO_002.mp3,Z4_BGM_C_CLEAR_DAWN,,,Z4_SFX_CLEAR_PATH_REVEAL,,YES
MAIN_STORY,main_story,21,,Z4_S3_05,post-clear,Z4_S3,Z4-S3-05,assets/e10/art/zone4/cinematic/Z4-S3-05.png,4b595be1e2544f62206ec13a426a86a0b6349a335095eb3158011a23bd7e4f47,zh-TW,Z4_S3_05_HERO_001|Z4_S3_05_HERO_002|Z4_S3_05_HERO_003,咦？這裡有兩顆果實。|一顆黑色的……一顆白色的？|好奇怪喔。,assets/e10/audio/zone4/voice/zh-TW/Z4_S3_05_HERO_001.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S3_05_HERO_002.mp3|assets/e10/audio/zone4/voice/zh-TW/Z4_S3_05_HERO_003.mp3,Z4_BGM_C_CLEAR_DAWN,,,Z4_SFX_CLEAR_PATH_REVEAL,,YES
MAIN_STORY,main_story,21,,Z4_S3_05,post-clear,Z4_S3,Z4-S3-05,assets/e10/art/zone4/cinematic/Z4-S3-05.png,4b595be1e2544f62206ec13a426a86a0b6349a335095eb3158011a23bd7e4f47,en-GB,Z4_S3_05_HERO_001|Z4_S3_05_HERO_002|Z4_S3_05_HERO_003,Huh? There are two fruits here.|One black… and one white?|That’s strange.,assets/e10/audio/zone4/voice/en-GB/Z4_S3_05_HERO_001.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S3_05_HERO_002.mp3|assets/e10/audio/zone4/voice/en-GB/Z4_S3_05_HERO_003.mp3,Z4_BGM_C_CLEAR_DAWN,,,Z4_SFX_CLEAR_PATH_REVEAL,,YES
